"","CUI","SDUI.x","CODE.y","STR.x"
"1945","C0079104","D014626","88175","Smear, Cervical"
"1946","C0079104","D014626","88174","Smear, Cervical"
"1947","C0079104","D014626","88177","Smears, Cervical"
"1948","C0079104","D014626","88175","Smears, Cervical"
"1949","C0079104","D014626","88174","Smears, Cervical"
"1950","C0162650","D017218","59012","Blood Sampling, Cord"
"1951","C0162650","D017218","59012","Cord Blood Samplings"
"1952","C0162650","D017218","59012","Samplings, Cord Blood"
"1953","C0498277","D000069237","20605","Arthrocentesis,Temporomandibular Joints"
"1954","C0498277","D000069237","20605","TMJ Arthrocentesis"
"1955","C0195331","D000069339","57530","Trachelectomy"
"1956","C0195331","D000069339","1008799","Trachelectomy"
"1957","C0087111","D013812","97139","Therapies"
"1958","C0498277","D000069237","20605","Aspiration,Temporomandibular Joints"
"1959","C0195331","D000069339","57530","Trachelectomies"
"1960","C0195331","D000069339","1008799","Trachelectomies"
"1961","C0195331","D000069339","57530","Vaginal Cervicectomies"
"1962","C0195331","D000069339","1008799","Vaginal Cervicectomies"
"1963","C0195331","D000069339","57530","Trachelectomies, Vaginal"
"1964","C0195331","D000069339","1008799","Trachelectomies, Vaginal"
"1965","C0195331","D000069339","57530","Cervicectomies"
"1966","C0195331","D000069339","1008799","Cervicectomies"
"1967","C0086511","D019645","27440","Total Knee Arthroplasty"
"1968","C0086511","D019645","27443","Total Knee Arthroplasty"
"1969","C0086511","D019645","27446","Total Knee Arthroplasty"
"1970","C0086511","D019645","27447","Total Knee Arthroplasty"
"1971","C0086511","D019645","27441","Total Knee Arthroplasty"
"1972","C0086511","D019645","27442","Total Knee Arthroplasty"
"1973","C0498277","D000069237","20605","Joint Aspiration, Temporomandibular"
"1974","C0498277","D000069237","20605","Temporomandibular Joint Arthrocenteses"
"1975","C0498277","D000069237","20605","Joints, Aspiration,Temporomandibular"
"1976","C0195331","D000069339","57530","Cervicectomy, Vaginal"
"1977","C0195331","D000069339","1008799","Cervicectomy, Vaginal"
"1978","C0032782","D011181","59430","Care, Postpartum"
"1979","C0041618","D014463","76999","Diagnostic Ultrasounds"
"1980","C0041618","D014463","1010759","Diagnostic Ultrasounds"
"1981","C0498277","D000069237","20605","Joint, Arthrocentesis,Temporomandibular"
"1982","C0498277","D000069237","20605","Aspiration, Temporomandibular Joint"
"1983","C0498277","D000069237","20605","Joint Aspirations, Temporomandibular"
"1984","C0498277","D000069237","20605","Temporomandibular Joint Aspirations"
"1985","C0195331","D000069339","57530","Vaginal Trachelectomies"
"1986","C0195331","D000069339","1008799","Vaginal Trachelectomies"
"1987","C0041618","D014463","76999","Ultrasounds, Diagnostic"
"1988","C0041618","D014463","1010759","Ultrasounds, Diagnostic"
"1989","C0162650","D017218","59012","Sampling, Cord Blood"
"1990","C0002922","D000773","1003124","Anesthesia, Obstetric"
"1991","C0005491","D001676","1012737","Biofeedback (Psychology)"
"1992","C0005791","D001781","1006686","Apheresis"
"1993","C0043299","D011859","76499","Radiology, Diagnostic X-Ray"
"1994","C0043299","D011859","1010252","Radiology, Diagnostic X-Ray"
"1995","C0034573","D011860","1010521","Abdominal Radiography"
"1996","C0034575","D011861","70300","Dental Radiography"
"1997","C0034575","D011861","70310","Dental Radiography"
"1998","C0034575","D011861","70320","Dental Radiography"
"1999","C0543467","D013514","1003143","Surgical Procedure, Operative"
"2000","C0041618","D014463","76999","Sonography, Medical"
"2001","C0041618","D014463","1010759","Sonography, Medical"
"2002","C0010042","D016039","1009786","Keratoplasty"
"2003","C0010042","D016039","1009787","Keratoplasty"
"2004","C0498277","D000069237","20605","Temporomandibular Joint Arthrocentesis"
"2005","C0498277","D000069237","20605","Aspiration,Temporomandibular Joint"
"2006","C0005491","D001676","1012737","Biofeedback"
"2007","C0032202","D010983","36513","Blood Plateletpheresis"
"2008","C0033905","D011581","96103","Psychologic Tests"
"2009","C0033905","D011581","96101","Psychologic Tests"
"2010","C0033905","D011581","96102","Psychologic Tests"
"2011","C0033971","D011615","90853","Group Psychotherapy"
"2012","C0038925","D013524","1003472","Surgical Flap"
"2013","C0040405","D014057","76497","X-Ray Computer Assisted Tomography"
"2014","C0041618","D014463","76999","Echography"
"2015","C0041618","D014463","1010759","Echography"
"2016","C0042421","D014669","55400","Vasectomy Reversal"
"2017","C0043159","D014914","85345","Activated Coagulation Time, Whole Blood"
"2018","C0010042","D016039","1009786","Transplantation, Cornea"
"2019","C0010042","D016039","1009787","Transplantation, Cornea"
"2020","C0162779","D017388","58976","Pronuclear Stage Transfer"
"2021","C0524850","D019635","64999","Procedures, Neurosurgical"
"2022","C0524850","D019635","1009068","Procedures, Neurosurgical"
"2023","C0394799","D059387","64505","Pterygopalatine Ganglion Block"
"2024","C0394689","D066008","64413","Cervical Plexus Blockade"
"2025","C0005841","D001803","36430","Blood Transfusions"
"2026","C0024485","D008279","76498","Tomography, NMR"
"2027","C0028655","D009721","SB","Nurse-Midwife"
"2028","C0032202","D010983","36513","Thrombocytapheresis"
"2029","C0398907","D063172","1003834","Chin Repositioning"
"2030","C0394697","D065527","64415","Brachial Plexus Blockade"
"2031","C0005491","D001676","1012737","Feedback, Psychophysiological"
"2032","C0013961","D004632","ET","Emergency Services, Medical"
"2033","C0031152","D010536","49425","Ascites Shunt, Peritoneovenous"
"2034","C0032202","D010983","36513","Thrombocytopheresis"
"2035","C0034172","D011701","96912","Psoralen Ultraviolet A Therapy"
"2036","C0038902","D013509","1008681","Gynecologic Surgery"
"2037","C0543467","D013514","1003143","Operative Surgical Procedures"
"2038","C0394664","D015670","97811","Therapy, Acupuncture"
"2039","C0394664","D015670","97810","Therapy, Acupuncture"
"2040","C0394664","D015670","1013552","Therapy, Acupuncture"
"2041","C0020710","D015907","58555","Uteroscopy"
"2042","C0018823","D016027","33945","Grafting, Heart"
"2043","C0023911","D016031","1007811","Grafting, Liver"
"2044","C0162661","D017233","65110","Orbital Evisceration"
"2045","C0576773","D055104","96369","Subcutaneous Infusions"
"2046","C0576773","D055104","96370","Subcutaneous Infusions"
"2047","C0576773","D055104","96371","Subcutaneous Infusions"
"2048","C0370847","D057913","23020","Capsular Contracture Release"
"2049","C0041271","D058994","1008905","Tubal Excision"
"2050","C0195331","D000069339","57530","Cervicectomy"
"2051","C0195331","D000069339","1008799","Cervicectomy"
"2052","C0005427","D001662","1007845","Surgical Procedure, Biliary"
"2053","C0015915","D005307","1008937","Test-Tube Fertilization"
"2054","C0015945","D005323","59051","Monitoring, Fetal"
"2055","C0015945","D005323","59050","Monitoring, Fetal"
"2056","C0020043","D006792","99600","Home Visits"
"2057","C0020043","D006792","1013774","Home Visits"
"2058","C0201709","D008163","82397","Chemoluminescence Measurements"
"2059","C0030605","D010314","1011869","Thromboplastin Time, Partial"
"2060","C0005771","D001772","1011761","Blood Cell Number"
"2061","C0013516","D004452","1013050","Echocardiography, Transthoracic"
"2062","C0021440","D007262","96365","Intravenous Infusions"
"2063","C0021440","D007262","96367","Intravenous Infusions"
"2064","C0021440","D007262","96368","Intravenous Infusions"
"2065","C0021440","D007262","96366","Intravenous Infusions"
"2066","C0023508","D007958","85004","Leukocyte Number"
"2067","C0032722","D011171","47701","Hepatic Portoenterostomy"
"2068","C0038902","D013509","1008681","Surgery, Gynecological"
"2069","C0038902","D013509","1008681","Gynecological Surgical Procedure"
"2070","C0040405","D014057","76497","X Ray Tomography, Computed"
"2071","C0042381","D014656","37799","Procedure, Vascular Surgical"
"2072","C0042381","D014656","1006359","Procedure, Vascular Surgical"
"2073","C0008509","D015193","59015","Biopsy, Chorionic Villi"
"2074","C0007203","D016887","92950","CPR"
"2075","C0188970","D059747","1005691","Nasal Surgery"
"2076","C0191589","D002615","1003493","Face Peeling, Chemical"
"2077","C0008310","D002760","1007283","Endoscopic Retrograde Cholangiopancreatography"
"2078","C0019063","D006464","90997","Hemosorption"
"2079","C0027692","D009391","83883","Nephelometry"
"2080","C0024487","D009682","76390","Spectroscopy, Magnetic Resonance"
"2081","C0031152","D010536","49425","Peritoneo-Venous Shunt"
"2082","C0037813","D013058","83789","Mass Spectroscopy"
"2083","C0005976","D016025","20902","Grafting, Bone"
"2084","C0005976","D016025","20900","Grafting, Bone"
"2085","C0018823","D016027","33945","Cardiac Transplantation"
"2086","C0018833","D016041","1006332","Grafting, Heart-Lung"
"2087","C0085076","D016462","19366","Breast Reconstruction"
"2088","C0162650","D017218","59012","Cord Blood Sampling"
"2089","C0162779","D017388","58976","ZIFT"
"2090","C0206113","D017619","77470","Half-Body Irradiation"
"2091","C0086511","D019645","27440","Arthroplasties, Knee Replacement"
"2092","C0086511","D019645","27443","Arthroplasties, Knee Replacement"
"2093","C0086511","D019645","27446","Arthroplasties, Knee Replacement"
"2094","C0086511","D019645","27447","Arthroplasties, Knee Replacement"
"2095","C0086511","D019645","27441","Arthroplasties, Knee Replacement"
"2096","C0086511","D019645","27442","Arthroplasties, Knee Replacement"
"2097","C0543467","D013514","1003143","Procedures, Operative Surgical"
"2098","C0040405","D014057","76497","CAT Scan, X Ray"
"2099","C0040405","D014057","76497","Computerized Tomography, X-Ray"
"2100","C0040405","D014057","76497","X-Ray Tomography, Computed"
"2101","C0086511","D019645","27440","Arthroplasty, Knee Replacement"
"2102","C0086511","D019645","27443","Arthroplasty, Knee Replacement"
"2103","C0086511","D019645","27446","Arthroplasty, Knee Replacement"
"2104","C0086511","D019645","27447","Arthroplasty, Knee Replacement"
"2105","C0086511","D019645","27441","Arthroplasty, Knee Replacement"
"2106","C0086511","D019645","27442","Arthroplasty, Knee Replacement"
"2107","C0600371","D032722","99498","Advance Health Care Planning"
"2108","C0600371","D032722","99497","Advance Health Care Planning"
"2109","C1456587","D050110","1007385","Bariatric Surgeries"
"2110","C0202533","D055101","89320","Semen Quality Analysis"
"2111","C0202533","D055101","89300","Semen Quality Analysis"
"2112","C0202533","D055101","89310","Semen Quality Analysis"
"2113","C0202533","D055101","89321","Semen Quality Analysis"
"2114","C0202533","D055101","89322","Semen Quality Analysis"
"2115","C0202533","D055101","1012549","Semen Quality Analysis"
"2116","C0005843","D001805","36460","Intrauterine Transfusion"
"2117","C0008310","D002760","1007283","Retrograde Cholangiopancreatography, Endoscopic"
"2118","C0031740","D010778","96912","Therapy, Photodynamic"
"2119","C0031740","D010778","96910","Therapy, Photodynamic"
"2120","C0031740","D010778","96913","Therapy, Photodynamic"
"2121","C0031740","D010778","1013466","Therapy, Photodynamic"
"2122","C0031740","D010778","1013474","Therapy, Photodynamic"
"2123","C0037813","D013058","83789","Analysis, Mass Spectrum"
"2124","C0520483","D013246","58611","Tubal Ligation"
"2125","C0038898","D013505","1006964","Digestive System Surgical Procedure"
"2126","C0038898","D013505","1006964","Procedures, Digestive System Surgical"
"2127","C0038902","D013509","1008681","Procedure, Gynecologic Surgical"
"2128","C0039989","D013906","1020900","Pleuroscopy"
"2129","C0040405","D014057","76497","Computed X Ray Tomography"
"2130","C0042381","D014656","37799","Surgical Procedures, Vascular"
"2131","C0042381","D014656","1006359","Surgical Procedures, Vascular"
"2132","C0043162","D014916","77470","Total Body Irradiation"
"2133","C0008509","D015193","59015","Chorionic Villus Sampling"
"2134","C0024885","D015412","19301","Partial Mastectomy"
"2135","C0024885","D015412","1014812","Partial Mastectomy"
"2136","C0018823","D016027","33945","Transplantation, Heart"
"2137","C0127526","D022401","90733","Meningococcal Polysaccharide Vaccine"
"2138","C0195681","D023802","57700","Cerclage of Cervix"
"2139","C0498277","D000069237","20605","Arthrocentesis, TMJ"
"2140","C0005427","D001662","1007845","Biliary Tract Surgical Procedure"
"2141","C0005791","D001781","1006686","Pheresis"
"2142","C0282493","D004724","1014777","Surgical Procedure, Endoscopic"
"2143","C0018821","D006348","33999","Procedure, Cardiac Surgical"
"2144","C0023985","D007081","44316","Continent Ileostomy"
"2145","C0038897","D013504","1006056","Cardiovascular Surgical Procedure"
"2146","C0039194","D013601","1011953","T-Cells"
"2147","C0162702","D017287","62223","Ventriculo-peritoneal Shunt"
"2148","C0086511","D019645","27440","Replacement, Total Knee"
"2149","C0086511","D019645","27443","Replacement, Total Knee"
"2150","C0086511","D019645","27446","Replacement, Total Knee"
"2151","C0086511","D019645","27447","Replacement, Total Knee"
"2152","C0086511","D019645","27441","Replacement, Total Knee"
"2153","C0086511","D019645","27442","Replacement, Total Knee"
"2154","C0498277","D000069237","20605","Arthrocentesis,Temporomandibular Joint"
"2155","C0195331","D000069339","57530","Vaginal Cervicectomy"
"2156","C0195331","D000069339","1008799","Vaginal Cervicectomy"
"2157","C0005427","D001662","1007845","Biliary Surgical Procedure"
"2158","C0013961","D004632","ET","Medical Services, Emergency"
"2159","C0022607","D007646","65771","Radial Keratotomy"
"2160","C0024487","D009682","76390","MR Spectroscopy"
"2161","C0029189","D009919","1008559","Orchidectomy"
"2162","C0032716","D011167","37140","Shunt, Surgical Portacaval"
"2163","C0037813","D013058","83789","Spectroscopy, Mass"
"2164","C0038925","D013524","1003472","Flap, Surgical"
"2165","C0042273","D014629","43641","Vagotomy, Parietal Cell"
"2166","C0043162","D014916","77470","Whole-Body Radiation"
"2167","C2936173","D015906","92921","Percutaneous Transluminal Coronary Angioplasty"
"2168","C2936173","D015906","92920","Percutaneous Transluminal Coronary Angioplasty"
"2169","C2936173","D015906","1021163","Percutaneous Transluminal Coronary Angioplasty"
"2170","C0085076","D016462","19366","Mammoplasty"
"2171","C0162701","D017286","95811","Somnography"
"2172","C0162701","D017286","95783","Somnography"
"2173","C0162701","D017286","95808","Somnography"
"2174","C0162701","D017286","95782","Somnography"
"2175","C0162701","D017286","95810","Somnography"
"2176","C0162701","D017286","1013314","Somnography"
"2177","C0086511","D019645","27440","Knee Arthroplasty, Total"
"2178","C0086511","D019645","27443","Knee Arthroplasty, Total"
"2179","C0086511","D019645","27446","Knee Arthroplasty, Total"
"2180","C0086511","D019645","27447","Knee Arthroplasty, Total"
"2181","C0086511","D019645","27441","Knee Arthroplasty, Total"
"2182","C0086511","D019645","27442","Knee Arthroplasty, Total"
"2183","C0005491","D001676","1012737","Psychophysiologic Feedback"
"2184","C0007876","D002585","59514","Delivery, Abdominal"
"2185","C0007876","D002585","1008991","Delivery, Abdominal"
"2186","C0010214","D003378","86185","Immunoelectrophoresis, Countercurrent"
"2187","C0282493","D004724","1014777","Endoscopic Surgical Procedure"
"2188","C0018904","D006385","86280","Hemagglutination Inhibition Test"
"2189","C0023508","D007958","85004","White Blood Cell Count"
"2190","C0033905","D011581","96103","Psychological Test"
"2191","C0033905","D011581","96101","Psychological Test"
"2192","C0033905","D011581","96102","Psychological Test"
"2193","C0040405","D014057","76497","Tomography, X-Ray Computerized"
"2194","C0040405","D014057","76497","X Ray Computerized Tomography"
"2195","C0162780","D017391","65767","Epikeratoplasty"
"2196","C0206113","D017619","77470","Irradiation, Half-Body"
"2197","C0086548","D017708","86950","Transfusion, White Blood Cell"
"2198","C0498277","D000069237","20605","Temporomandibular Joint Aspiration"
"2199","C0004398","D001344","88000","Post-Mortem Examination"
"2200","C0004398","D001344","1012349","Post-Mortem Examination"
"2201","C0005790","D001780","1011784","Coagulation Tests, Blood"
"2202","C0005843","D001805","36460","Fetal Transfusion"
"2203","C0021027","D007136","1011980","Globulins, Immune"
"2204","C0032716","D011167","37140","Portacaval Anastomosis"
"2205","C0043299","D011859","76499","Diagnostic X-Ray"
"2206","C0043299","D011859","1010252","Diagnostic X-Ray"
"2207","C0043299","D011859","76499","X-Ray, Diagnostic"
"2208","C0043299","D011859","1010252","X-Ray, Diagnostic"
"2209","C0038898","D013505","1006964","Procedure, Digestive System Surgical"
"2210","C0041618","D014463","76999","Diagnostic Ultrasound"
"2211","C0041618","D014463","1010759","Diagnostic Ultrasound"
"2212","C0042273","D014629","43641","Vagotomy, Highly Selective"
"2213","C0399839","D015390","43820","Gastrojejunostomy"
"2214","C0399839","D015390","1007395","Gastrojejunostomy"
"2215","C0080232","D016378","20926","Grafting, Tissue"
"2216","C0086511","D019645","27440","Arthroplasties, Replacement, Knee"
"2217","C0086511","D019645","27443","Arthroplasties, Replacement, Knee"
"2218","C0086511","D019645","27446","Arthroplasties, Replacement, Knee"
"2219","C0086511","D019645","27447","Arthroplasties, Replacement, Knee"
"2220","C0086511","D019645","27441","Arthroplasties, Replacement, Knee"
"2221","C0086511","D019645","27442","Arthroplasties, Replacement, Knee"
"2222","C0195681","D023802","57700","Cerclage of Uterine Cervix"
"2223","C0949744","D026301","98925","Osteopathic Manipulation"
"2224","C0949744","D026301","98928","Osteopathic Manipulation"
"2225","C0949744","D026301","98927","Osteopathic Manipulation"
"2226","C0949744","D026301","98929","Osteopathic Manipulation"
"2227","C0949744","D026301","98926","Osteopathic Manipulation"
"2228","C0949744","D026301","1013559","Osteopathic Manipulation"
"2229","C0194907","D056126","54620","Orchidopexy"
"2230","C0041271","D058994","1008905","Tubectomy"
"2231","C0021917","D000283","51700","Intravesical Instillation"
"2232","C0018795","D006328","1013071","Heart Catheterization"
"2233","C0018821","D006348","33999","Heart Surgical Procedure"
"2234","C0023509","D007959","86821","Mixed Leukocyte Culture Test"
"2235","C0201709","D008163","82397","Chemiluminescence Measurements"
"2236","C0029936","D010052","58925","Oophorectomy"
"2237","C0029936","D010052","58940","Oophorectomy"
"2238","C0029936","D010052","58943","Oophorectomy"
"2239","C0029936","D010052","1008924","Oophorectomy"
"2240","C0032782","D011181","59430","Postpartum Care"
"2241","C0034496","D011819","90676","Rabies Vaccine"
"2242","C0034496","D011819","90675","Rabies Vaccine"
"2243","C0038897","D013504","1006056","Procedure, Cardiovascular Surgical"
"2244","C0038900","D013507","1009024","Procedures, Endocrine Surgical"
"2245","C0087111","D013812","97139","Treatment"
"2246","C0079104","D014626","88177","Cervical Smears"
"2247","C0079104","D014626","88175","Cervical Smears"
"2248","C0079104","D014626","88174","Cervical Smears"
"2249","C0042381","D014656","37799","Procedures, Vascular Surgical"
"2250","C0042381","D014656","1006359","Procedures, Vascular Surgical"
"2251","C0023911","D016031","1007811","Hepatic Transplantation"
"2252","C0010042","D016039","1009786","Grafting, Corneal"
"2253","C0010042","D016039","1009787","Grafting, Corneal"
"2254","C0086511","D019645","27440","Total Knee Replacement"
"2255","C0086511","D019645","27443","Total Knee Replacement"
"2256","C0086511","D019645","27446","Total Knee Replacement"
"2257","C0086511","D019645","27447","Total Knee Replacement"
"2258","C0086511","D019645","27441","Total Knee Replacement"
"2259","C0086511","D019645","27442","Total Knee Replacement"
"2260","C0302559","D019929","69930","Cochlear Prosthesis Implantation"
"2261","C0007876","D002585","59514","C-Section (OB)"
"2262","C0007876","D002585","1008991","C-Section (OB)"
"2263","C0008797","D002933","76120","Cinefluorography"
"2264","C0008797","D002933","76125","Cinefluorography"
"2265","C0018821","D006348","33999","Procedures, Heart Surgical"
"2266","C0018935","D006400","85014","Packed Red-Cell Volume"
"2267","C0011946","D006435","1012740","Dialysis, Renal"
"2268","C0021027","D007136","1011980","Immune Globulins"
"2269","C0038902","D013509","1008681","Surgical Procedure, Gynecologic"
"2270","C0677634","D013918","85670","Reptilase Time"
"2271","C0677634","D013918","1011864","Reptilase Time"
"2272","C0041618","D014463","76999","Ultrasound Imaging"
"2273","C0041618","D014463","1010759","Ultrasound Imaging"
"2274","C0020710","D015907","58555","Endoscopy, Uterine"
"2275","C0162779","D017388","58976","PROST"
"2276","C0065828","D022542","90707","MMR Vaccine"
"2277","C1456587","D050110","1007385","Metabolic Surgery"
"2278","C0201709","D008163","82397","Chemiluminescent Measurements"
"2279","C0024881","D008408","1015054","Mammectomy"
"2280","C0027902","D009483","96118","Neuropsychological Test"
"2281","C0027902","D009483","96119","Neuropsychological Test"
"2282","C0027902","D009483","96120","Neuropsychological Test"
"2283","C0027902","D009483","96118","Tests, Neuropsychological"
"2284","C0027902","D009483","96119","Tests, Neuropsychological"
"2285","C0027902","D009483","96120","Tests, Neuropsychological"
"2286","C0037806","D013054","82190","Atomic Absorption Spectrophotometry"
"2287","C0039038","D013562","1009664","Sympathetic Denervation"
"2288","C0039038","D013562","1009669","Sympathetic Denervation"
"2289","C0087111","D013812","97139","Therapy"
"2290","C0041618","D014463","76999","Ultrasonic Imaging"
"2291","C0041618","D014463","1010759","Ultrasonic Imaging"
"2292","C0020710","D015907","58555","Uterine Endoscopy"
"2293","C0023911","D016031","1007811","Transplantation, Liver"
"2294","C0162779","D017388","58976","Pronuclear Stage Tubal Transfer"
"2295","C0086511","D019645","27440","Knee Replacement Arthroplasties"
"2296","C0086511","D019645","27443","Knee Replacement Arthroplasties"
"2297","C0086511","D019645","27446","Knee Replacement Arthroplasties"
"2298","C0086511","D019645","27447","Knee Replacement Arthroplasties"
"2299","C0086511","D019645","27441","Knee Replacement Arthroplasties"
"2300","C0086511","D019645","27442","Knee Replacement Arthroplasties"
"2301","C0065828","D022542","90707","Mumps-Measles-Rubella Vaccine"
"2302","C0005427","D001662","1007845","Surgical Procedures, Biliary Tract"
"2303","C0018821","D006348","33999","Cardiac Surgical Procedure"
"2304","C0031148","D010533","49084","Lavage, Peritoneal"
"2305","C0034579","D011862","70355","Orthopantomography"
"2306","C0037265","D012866","1021887","Facilities, Skilled Nursing"
"2307","C0543467","D013514","1003143","Procedure, Operative Surgical"
"2308","C0040405","D014057","76497","CT Scan, X-Ray"
"2309","C0030275","D016035","1007944","Grafting, Pancreas"
"2310","C0024128","D016040","32851","Grafting, Lung"
"2311","C0024128","D016040","1006036","Grafting, Lung"
"2312","C0007203","D016887","92950","Cardio-Pulmonary Resuscitation"
"2313","C0004398","D001344","88000","Autopsies"
"2314","C0004398","D001344","1012349","Autopsies"
"2315","C0015915","D005307","1008937","Fertilizations in Vitro"
"2316","C0018821","D006348","33999","Surgical Procedures, Heart"
"2317","C0021587","D007315","1008854","Artificial Insemination"
"2318","C0023509","D007959","86821","Mixed Lymphocyte Culture Test"
"2319","C0372464","D010410","54250","Nocturnal Penile Tumescence"
"2320","C0031148","D010533","49084","Irrigation, Peritoneal"
"2321","C0034579","D011862","70355","Pantomography"
"2322","C0039194","D013601","1011953","Thymus-Dependent Lymphocytes"
"2323","C0040405","D014057","76497","CT X Ray"
"2324","C0040405","D014057","76497","Tomodensitometry"
"2325","C0042381","D014656","37799","Surgical Procedure, Vascular"
"2326","C0042381","D014656","1006359","Surgical Procedure, Vascular"
"2327","C0043162","D014916","77470","Radiation, Whole-Body"
"2328","C0162522","D017081","47562","Cholecystectomy, Celioscopic"
"2329","C0086548","D017708","86950","Transfusions, White Blood Cell"
"2330","C0065828","D022542","90707","Measles, Mumps, Rubella Vaccine"
"2331","C0397560","D058366","33750","Blalock-Taussig Operation"
"2332","C0038886","D001918","77789","Surface Radiotherapy"
"2333","C0191589","D002615","1003493","Chemical Face Peeling"
"2334","C0010214","D003378","86185","Immunoelectroosmophoresis"
"2335","C0020587","D006990","90880","Hypnotherapy"
"2336","C0021001","D007123","86327","Immunoelectrophoresis, 2D"
"2337","C0021587","D007315","1008854","Eutelegenesis"
"2338","C0031740","D010778","96912","Photodynamic Therapy"
"2339","C0031740","D010778","96910","Photodynamic Therapy"
"2340","C0031740","D010778","96913","Photodynamic Therapy"
"2341","C0031740","D010778","1013466","Photodynamic Therapy"
"2342","C0031740","D010778","1013474","Photodynamic Therapy"
"2343","C0033905","D011581","96103","Tests, Psychological"
"2344","C0033905","D011581","96101","Tests, Psychological"
"2345","C0033905","D011581","96102","Tests, Psychological"
"2346","C0038925","D013524","1003472","Flaps, Surgical"
"2347","C0040405","D014057","76497","Tomography, X-Ray Computer Assisted"
"2348","C0042381","D014656","37799","Vascular Surgical Procedure"
"2349","C0042381","D014656","1006359","Vascular Surgical Procedure"
"2350","C0024885","D015412","19301","Segmentectomy"
"2351","C0024885","D015412","1014812","Segmentectomy"
"2352","C0162701","D017286","95811","Monitoring, Sleep"
"2353","C0162701","D017286","95783","Monitoring, Sleep"
"2354","C0162701","D017286","95808","Monitoring, Sleep"
"2355","C0162701","D017286","95782","Monitoring, Sleep"
"2356","C0162701","D017286","95810","Monitoring, Sleep"
"2357","C0162701","D017286","1013314","Monitoring, Sleep"
"2358","C4082558","D018029","90384","Rho(D) Immune Human Globulin"
"2359","C4082558","D018029","90385","Rho(D) Immune Human Globulin"
"2360","C4082558","D018029","90386","Rho(D) Immune Human Globulin"
"2361","C0086511","D019645","27440","Knee Replacement, Total"
"2362","C0086511","D019645","27443","Knee Replacement, Total"
"2363","C0086511","D019645","27446","Knee Replacement, Total"
"2364","C0086511","D019645","27447","Knee Replacement, Total"
"2365","C0086511","D019645","27441","Knee Replacement, Total"
"2366","C0086511","D019645","27442","Knee Replacement, Total"
"2367","C0949744","D026301","98925","Osteopathic Manipulative Treatment"
"2368","C0949744","D026301","98928","Osteopathic Manipulative Treatment"
"2369","C0949744","D026301","98927","Osteopathic Manipulative Treatment"
"2370","C0949744","D026301","98929","Osteopathic Manipulative Treatment"
"2371","C0949744","D026301","98926","Osteopathic Manipulative Treatment"
"2372","C0949744","D026301","1013559","Osteopathic Manipulative Treatment"
"2373","C0011209","D036861","59899","Obstetric Delivery"
"2374","C0546515","D053715","1008247","Vesicotomy"
"2375","C0427599","D063285","85360","Euglobulin Clot Lysis Time"
"2376","C0007876","D002585","59514","Abdominal Delivery"
"2377","C0007876","D002585","1008991","Abdominal Delivery"
"2378","C0013961","D004632","ET","Services, Emergency Medical"
"2379","C0034579","D011862","70355","Panoramic Radiography"
"2380","C0038898","D013505","1006964","Surgical Procedure, Digestive System"
"2381","C0038902","D013509","1008681","Gynecologic Surgical Procedure"
"2382","C0043159","D014914","85345","Coagulation Time, Whole Blood"
"2383","C0022671","D016030","1008098","Transplantation, Kidney"
"2384","C0018833","D016041","1006332","Transplantation, Heart-Lung"
"2385","C0206113","D017619","77470","Irradiation, Hemibody"
"2386","C0086511","D019645","27440","Knee Arthroplasty"
"2387","C0086511","D019645","27443","Knee Arthroplasty"
"2388","C0086511","D019645","27446","Knee Arthroplasty"
"2389","C0086511","D019645","27447","Knee Arthroplasty"
"2390","C0086511","D019645","27441","Knee Arthroplasty"
"2391","C0086511","D019645","27442","Knee Arthroplasty"
"2392","C0403319","D019935","1008541","Penile Prosthesis Implantation"
"2393","C0032743","D049268","78811","Tomography, Positron-Emission"
"2394","C0397560","D058366","33750","Subclavian Pulmonary Artery Shunt"
"2395","C0427599","D063285","85360","Euglobulin Lysis Time"
"2396","C0394689","D066008","64413","Cervical Plexus Anesthesia"
"2397","C0005800","D001784","82805","Analysis, Blood Gas"
"2398","C0005800","D001784","82803","Analysis, Blood Gas"
"2399","C0017231","D005779","1011937","Gel Diffusion Tests"
"2400","C0018821","D006348","33999","Procedures, Cardiac Surgical"
"2401","C0023509","D007959","86821","Mixed Leukocyte Reaction"
"2402","C0032716","D011167","37140","Eck Fistula"
"2403","C0037806","D013054","82190","AA Spectrophotometry"
"2404","C0038900","D013507","1009024","Surgical Procedures, Endocrine"
"2405","C0043162","D014916","77470","Irradiation, Whole-Body"
"2406","C0022671","D016030","1008098","Transplantation, Renal"
"2407","C0023911","D016031","1007811","Transplantation, Hepatic"
"2408","C0086511","D019645","27440","Knee Replacement Arthroplasty"
"2409","C0086511","D019645","27443","Knee Replacement Arthroplasty"
"2410","C0086511","D019645","27446","Knee Replacement Arthroplasty"
"2411","C0086511","D019645","27447","Knee Replacement Arthroplasty"
"2412","C0086511","D019645","27441","Knee Replacement Arthroplasty"
"2413","C0086511","D019645","27442","Knee Replacement Arthroplasty"
"2414","C0005427","D001662","1007845","Surgical Procedures, Biliary"
"2415","C0007876","D002585","59514","Caesarean Section"
"2416","C0007876","D002585","1008991","Caesarean Section"
"2417","C0282493","D004724","1014777","Endoscopic Surgical Procedures"
"2418","C0016263","D005434","88184","Microfluorometry, Flow"
"2419","C0016263","D005434","88185","Microfluorometry, Flow"
